conference_count,participant_count
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
3,11
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,15
4,15
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,19
5,19
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,19
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,18
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,15
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,13
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,9
2,9
2,9
2,9
3,9
3,9
3,9
3,9
3,9
3,9
3,10
3,10
3,10
3,10
3,10
3,10
3,10
3,10
3,10
3,10
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,13
3,13
3,13
3,13
4,13
4,13
4,13
4,13
4,13
4,13
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,15
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,16
4,17
4,17
4,17
4,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,18
5,18
5,18
5,18
5,18
5,18
5,18
5,18
5,18
5,18
5,18
5,19
5,19
5,19
5,19
5,19
5,19
5,19
5,19
5,19
5,19
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,20
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,22
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,23
5,24
5,24
5,24
5,24
5,24
5,24
5,24
5,25
5,25
5,25
5,25
5,25
5,25
5,26
5,26
5,26
5,26
5,26
5,26
5,26
5,27
5,27
5,27
5,27
5,27
5,27
5,27
5,28
5,28
5,28
5,28
5,28
6,28
6,29
6,29
6,29
6,29
6,29
6,29
6,29
6,30
6,30
6,30
6,30
6,30
6,30
6,30
6,31
6,31
6,31
6,31
6,31
6,31
6,31
6,32
6,32
6,32
6,32
6,32
6,32
6,33
6,33
6,33
6,33
6,33
6,33
6,33
6,34
6,34
6,34
6,34
6,34
7,34
7,34
7,35
7,35
7,35
7,35
7,35
7,35
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,36
7,37
7,37
7,37
7,37
7,37
7,37
7,37
7,38
7,38
7,38
7,38
7,38
8,38
8,38
8,39
8,39
8,39
8,39
8,39
8,39
8,40
8,40
8,40
8,41
8,41
8,41
8,42
8,42
8,42
8,42
8,43
8,43
8,43
8,44
8,44
8,44
8,45
8,45
8,45
8,45
8,46
8,46
8,46
8,46
8,47
8,47
8,47
8,47
9,48
9,48
9,48
9,48
9,49
9,49
9,49
9,49
9,50
9,50
9,50
9,50
9,51
9,51
9,51
9,51
9,52
9,52
9,52
9,52
9,53
9,53
9,53
9,53
9,54
9,54
9,54
9,54
9,55
9,55
9,55
9,55
9,56
9,56
9,56
9,56
9,57
9,57
9,57
9,57
10,58
10,58
10,58
10,58
10,59
10,59
10,59
10,59
10,60
10,60
10,60
10,60
10,61
10,61
10,61
10,61
10,62
10,62
10,62
10,62
10,62
10,63
10,63
10,63
10,63
10,63
10,63
10,64
10,64
10,64
10,64
10,64
10,65
10,65
10,65
10,65
10,65
10,66
10,66
10,66
10,66
10,66
10,67
10,67
10,67
10,67
10,67
10,68
10,68
10,68
10,68
10,68
10,69
11,69
11,69
11,69
11,69
11,70
11,70
11,70
11,70
11,70
11,71
11,71
11,71
11,71
11,71
11,72
11,72
11,72
11,72
11,72
11,73
11,73
11,73
11,73
11,73
11,74
11,74
11,74
11,74
11,74
11,75
11,75
11,75
11,75
11,75
11,76
11,76
11,76
11,76
11,76
11,77
12,77
12,77
12,77
12,77
12,78
12,78
12,78
12,78
12,78
12,79
12,79
12,79
12,79
12,79
12,80
12,80
12,80
12,80
12,80
12,81
12,81
12,81
12,81
12,82
12,82
12,82
12,82
12,82
12,83
12,83
12,83
12,83
12,83
12,84
12,84
12,84
12,84
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
12,85
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,86
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
13,87
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,88
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
14,89
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,90
15,89
14,89
14,89
14,89
14,89
14,88
14,88
14,88
14,88
14,88
14,87
14,87
14,87
14,87
14,87
14,86
14,86
14,86
14,86
14,86
14,85
14,85
14,85
14,85
14,85
14,84
14,84
14,84
14,84
14,84
14,83
14,83
14,83
14,83
14,83
14,82
14,82
14,82
14,82
14,82
14,81
13,81
13,81
13,81
13,81
13,80
13,80
13,80
13,80
13,80
13,79
13,79
13,79
13,79
13,79
13,78
13,78
13,78
13,78
13,78
13,77
13,77
13,77
13,77
13,77
13,76
13,76
13,76
13,76
13,76
13,75
13,75
13,75
13,75
13,75
13,74
13,74
13,74
13,74
13,74
13,73
12,73
12,73
12,73
12,73
12,72
12,72
12,72
12,72
12,72
12,71
12,71
12,71
12,71
12,71
12,70
12,70
12,70
12,70
12,70
12,69
12,69
12,69
12,69
12,69
12,68
12,68
12,68
12,68
12,68
12,67
12,67
12,67
12,67
12,67
12,66
12,66
12,66
12,66
12,66
12,65
11,65
11,65
11,65
11,65
11,64
11,64
11,64
11,64
11,64
11,63
11,63
11,63
11,63
11,63
11,62
11,62
11,62
11,62
11,62
11,61
11,61
11,61
11,61
11,61
11,60
11,60
11,60
11,60
11,60
11,60
11,59
11,59
11,59
11,59
11,59
11,58
11,58
11,58
11,58
11,58
10,57
10,57
10,57
10,57
10,57
10,56
10,56
10,56
10,56
10,56
10,56
10,56
10,56
10,55
10,55
10,55
10,55
10,55
10,55
10,55
10,55
10,55
10,55
10,54
10,54
10,54
10,54
10,54
10,54
10,54
10,54
10,54
10,54
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
10,53
11,54
11,54
11,54
11,54
11,54
11,54
11,54
11,54
11,54
11,54
11,55
11,55
11,55
11,55
11,55
11,55
11,55
11,55
11,55
11,55
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
11,56
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,57
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
12,58
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,59
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
13,60
14,60
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,61
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,62
15,63
15,63
15,63
15,63
15,63
15,63
15,63
15,63
15,63
15,63
15,64
15,64
15,64
15,64
15,64
15,64
15,64
15,64
15,64
15,64
15,65
15,65
15,65
15,65
15,65
15,66
15,66
15,66
15,66
15,67
15,67
15,67
15,67
15,68
15,68
15,68
15,68
